0,0,0.1,0
0,0,0.2,0
0,0,0.3,0
0,0,0.4,0
0,0,0.51,0
0,0,0.61,0
0,0,0.71,0
0,0,0.81,0
0,0,0.91,0
0,0,1.01,0
0,0,1.12,0
0,0,1.22,0
0,0,1.32,0
0,0,1.42,0
0,0,1.52,0
0,0,1.63,0
0,0,1.73,0
0,0,1.83,0
0,0,1.93,0
0,0,2.03,0
0,0,2.14,0
0,0,2.24,0
0,0,2.34,0
0,0,2.44,0
0,0,2.54,0
0,0,2.64,0
0,0,2.75,0
0,0,2.85,0
0,0,2.95,0
0,0,3.05,0
0,0,3.15,0
0,0,3.25,0
0,0,3.36,0
0,0,3.46,0
0,0,3.56,0
0,0,3.66,0
0,0,3.76,0
0,0,3.86,0
0,0,3.97,0
0,0,4.07,0
0,0,4.17,0
0,0,4.27,0
0,0,4.37,0
0,0,4.47,0
0,0,4.58,0
0,0,4.68,0
0,0,4.78,0
0,0,4.88,0
0,0,4.98,0
0,0,5.08,0
39.6,5.88,5.19,4.146902298
78.43,5.88,5.29,8.213170385
98.04,5.88,5.39,10.26672478
98.04,5.88,5.49,10.26672478
127.45,5.88,5.59,13.34653277
127.45,5.88,5.7,13.34653277
108.91,5.88,5.8,11.40502852
106.8,5.88,5.9,11.18406983
108.91,5.88,6,11.40502852
87.38,5.88,6.1,9.150412192
99.01,5.88,6.2,10.36830294
88.24,5.88,6.31,9.240471181
107.84,5.88,6.41,11.29297838
98.04,5.88,6.51,10.26672478
89.11,5.88,6.61,9.331577368
98.04,5.88,6.71,10.26672478
88.24,5.88,6.82,9.240471181
88.24,5.88,6.92,9.240471181
98.04,5.88,7.02,10.26672478
99.01,5.88,7.12,10.36830294
106.8,5.88,7.22,11.18406983
99.01,5.88,7.32,10.36830294
87.38,5.88,7.43,9.150412192
99.01,5.88,7.53,10.36830294
89.11,5.88,7.63,9.331577368
97.09,5.88,7.73,10.16724101
99.01,5.88,7.83,10.36830294
106.8,5.88,7.94,11.18406983
99.01,5.88,8.04,10.36830294
127.45,5.88,8.14,13.34653277
117.65,5.88,8.24,12.32027918
98.04,5.88,8.34,10.26672478
89.11,5.88,8.44,9.331577368
97.09,5.88,8.55,10.16724101
118.8,5.88,8.65,12.44070689
106.8,5.88,8.75,11.18406983
108.91,5.88,8.85,11.40502852
117.65,5.88,8.95,12.32027918
98.04,5.88,9.06,10.26672478
127.45,5.88,9.16,13.34653277
117.65,5.88,9.26,12.32027918
98.04,5.88,9.36,10.26672478
99.01,5.88,9.46,10.36830294
107.84,5.88,9.56,11.29297838
88.24,5.88,9.67,9.240471181
108.91,5.88,9.77,11.40502852
135.92,5.88,9.87,14.2335091
108.91,5.88,9.97,11.40502852
116.5,5.88,10.07,12.19985146
79.21,0,10.18,8.294851794
49.02,0,10.28,5.13336239
29.41,0,10.38,3.079807995
9.8,0,10.48,1.026253599
0,0,10.58,0
0,0,10.69,0
0,0,10.79,0
0,0,10.89,0
0,0,10.99,0
0,0,11.09,0
0,0,11.19,0
0,0,11.3,0
0,0,11.4,0
0,0,11.5,0
0,0,11.6,0
0,0,11.7,0
0,0,11.81,0
0,0,11.91,0
0,0,12.01,0
0,0,12.11,0
0,0,12.21,0
0,0,12.31,0
0,0,12.42,0
0,0,12.52,0
0,0,12.62,0
0,0,12.72,0
0,0,12.82,0
0,0,12.92,0
0,0,13.03,0
0,0,13.13,0
0,0,13.23,0
0,0,13.33,0
0,0,13.43,0
0,0,13.53,0
0,0,13.64,0
0,0,13.74,0
0,0,13.84,0
0,0,13.94,0
0,0,14.04,0
0,0,14.15,0
0,0,14.25,0
0,0,14.35,0
0,0,14.45,0
0,0,14.55,0
0,0,14.65,0
0,0,14.76,0
0,0,14.86,0
0,0,14.96,0
0,0,15.06,0
39.6,5.88,15.16,4.146902298
78.43,5.88,15.27,8.213170385
107.84,5.88,15.37,11.29297838
88.24,5.88,15.47,9.240471181
89.11,5.88,15.57,9.331577368
106.8,5.88,15.67,11.18406983
98.04,5.88,15.77,10.26672478
98.04,5.88,15.88,10.26672478
98.04,5.88,15.98,10.26672478
118.81,5.88,16.08,12.44175409
97.09,5.88,16.18,10.16724101
138.61,5.88,16.28,14.51520524
106.8,5.88,16.39,11.18406983
89.11,5.88,16.49,9.331577368
98.04,5.88,16.59,10.26672478
98.04,5.88,16.69,10.26672478
107.84,5.88,16.79,11.29297838
88.24,5.88,16.9,9.240471181
107.84,5.88,17,11.29297838
89.11,5.88,17.1,9.331577368
97.09,5.88,17.2,10.16724101
108.91,5.88,17.3,11.40502852
117.65,5.88,17.4,12.32027918
107.84,5.88,17.51,11.29297838
88.24,5.88,17.61,9.240471181
127.45,5.88,17.71,13.34653277
117.65,5.88,17.81,12.32027918
98.04,5.88,17.92,10.26672478
98.04,5.88,18.02,10.26672478
107.84,5.88,18.12,11.29297838
98.04,5.88,18.22,10.26672478
117.65,5.88,18.32,12.32027918
118.81,5.88,18.42,12.44175409
116.5,5.88,18.53,12.19985146
108.91,5.88,18.63,11.40502852
97.09,5.88,18.73,10.16724101
108.91,5.88,18.83,11.40502852
98.04,5.88,18.93,10.26672478
117.65,5.88,19.04,12.32027918
156.86,5.88,19.14,16.42634077
108.91,5.88,19.24,11.40502852
87.38,5.88,19.34,9.150412192
107.84,5.88,19.44,11.29297838
107.84,5.88,19.55,11.29297838
107.84,5.88,19.65,11.29297838
99.01,5.88,19.75,10.36830294
87.38,5.88,19.85,9.150412192
108.91,5.88,19.95,11.40502852
97.09,5.88,20.06,10.16724101
79.21,0,20.16,8.294851794
49.02,0,20.26,5.13336239
29.41,0,20.36,3.079807995
19.61,0,20.46,2.053554396
0,0,20.56,0
0,0,20.67,0
0,0,20.77,0
0,0,20.87,0
0,0,20.97,0
0,0,21.07,0
0,0,21.17,0
0,0,21.28,0
0,0,21.38,0
0,0,21.48,0
0,0,21.58,0
0,0,21.68,0
0,0,21.79,0
0,0,21.89,0
0,0,21.99,0
0,0,22.09,0
0,0,22.19,0
0,0,22.29,0
0,0,22.4,0
0,0,22.5,0
0,0,22.6,0
0,0,22.7,0
0,0,22.8,0
0,0,22.9,0
0,0,23.01,0
0,0,23.11,0
0,0,23.21,0
0,0,23.31,0
0,0,23.41,0
0,0,23.52,0
0,0,23.62,0
0,0,23.72,0
0,0,23.82,0
0,0,23.92,0
0,0,24.02,0
0,0,24.13,0
0,0,24.23,0
0,0,24.33,0
0,0,24.43,0
0,0,24.53,0
0,0,24.64,0
0,0,24.74,0
0,0,24.84,0
0,0,24.94,0
0,0,25.04,0
38.83,5.88,25.14,4.066268087
79.21,5.88,25.25,8.294851794
87.38,5.88,25.35,9.150412192
99.01,5.88,25.45,10.36830294
88.24,5.88,25.55,9.240471181
107.84,5.88,25.65,11.29297838
127.45,5.88,25.76,13.34653277
88.24,5.88,25.86,9.240471181
98.04,5.88,25.96,10.26672478
99.01,5.88,26.06,10.36830294
87.38,5.88,26.16,9.150412192
108.91,5.88,26.26,11.40502852
106.8,5.88,26.37,11.18406983
89.11,5.88,26.47,9.331577368
137.25,5.88,26.57,14.37278637
88.24,5.88,26.67,9.240471181
127.45,5.88,26.77,13.34653277
107.84,5.88,26.88,11.29297838
107.84,5.88,26.98,11.29297838
88.24,5.88,27.08,9.240471181
107.84,5.88,27.18,11.29297838
117.65,5.88,27.28,12.32027918
128.71,5.88,27.39,13.47847967
97.09,5.88,27.49,10.16724101
108.91,5.88,27.59,11.40502852
97.09,5.88,27.69,10.16724101
108.91,5.88,27.79,11.40502852
127.45,5.88,27.9,13.34653277
97.09,5.88,28,10.16724101
128.71,5.88,28.1,13.47847967
126.21,5.88,28.2,13.21668028
118.81,5.88,28.3,12.44175409
98.04,5.88,28.41,10.26672478
88.24,5.88,28.51,9.240471181
117.65,5.88,28.61,12.32027918
99.01,5.88,28.71,10.36830294
116.5,5.88,28.81,12.19985146
99.01,5.88,28.92,10.36830294
97.09,5.88,29.02,10.16724101
138.61,5.88,29.12,14.51520524
98.04,5.88,29.22,10.26672478
107.84,5.88,29.32,11.29297838
117.65,5.88,29.42,12.32027918
97.09,5.88,29.53,10.16724101
138.61,5.88,29.63,14.51520524
137.25,5.88,29.73,14.37278637
127.45,5.88,29.83,13.34653277
107.84,5.88,29.93,11.29297838
89.11,5.88,30.04,9.331577368
77.67,0,30.14,8.133583371
49.5,0,30.24,5.183627873
29.13,0,30.34,3.050486463
19.8,0,30.44,2.073451149
0,0,30.55,0
0,0,30.65,0
0,0,30.75,0
0,0,30.85,0
0,0,30.95,0
0,0,31.05,0
0,0,31.16,0
0,0,31.26,0
0,0,31.36,0
0,0,31.46,0
0,0,31.56,0
0,0,31.67,0
0,0,31.77,0
0,0,31.87,0
0,0,31.97,0
0,0,32.07,0
0,0,32.18,0
0,0,32.28,0
0,0,32.38,0
0,0,32.48,0
0,0,32.58,0
0,0,32.68,0
0,0,32.79,0
0,0,32.89,0
0,0,32.99,0
0,0,33.09,0
0,0,33.19,0
0,0,33.29,0
0,0,33.4,0
0,0,33.5,0
0,0,33.6,0
0,0,33.7,0
0,0,33.8,0
0,0,33.9,0
0,0,34.01,0
0,0,34.11,0
0,0,34.21,0
0,0,34.31,0
0,0,34.41,0
0,0,34.52,0
0,0,34.62,0
0,0,34.72,0
0,0,34.82,0
0,0,34.92,0
0,0,35.02,0
